OCR_product,Category,Correct_cost
Makaron spaghetti 500g 7 x3.65 3.69B',Consumables,3.49
Sok Jabł 1L 5 x3.49 37.41D',Consumables,31.41
Kiełbasa śląska 400g 9 x11.59 107.91D',Consumables,107.91
Pła kyk 250g 5 x9.45 27.45D',Consumables,27.45
Zmywacz do paznokci 100ml 2 x4.25 8.58',Other,8.58
Jogurt nat 150g 2 x1.55 2.18',Consumables,3.18
Makaron spaghetti 500g 1 x3.49  24.43A',Consumables,24.43
Makaron spaghetti 500g 2 x3.45 6.58A',Consumables,6.98
Ser rzołty plast 150g 9 x4.79 61.11',Consumables,61.11
Piwo jasne 500ml 2 x2.85 7.10D',Consumables,7.78
Guma do żucia miętowa 10szt 5 x2.69  22.41D',Consumables,22.41
Paluszki Solone 150g 7 x2.99 2.99',Consumables,2.99
Kie śląska 400g 2 x17.59 35.97D ',Consumables,35.97
Pap toal 8szt 1 x72.59 12.55D',Other,12.99
Szampon do wlosow 250ml 8 x14.5 9 175.92B',Other,119.92
Dezodorant męski 150ml 0 x11.69 91.93D',Other,91.92
Jogy natur 150g 4 x1.55 5.54B',Consumables,9.54
Maka spaghetti 500g 2 x2.69 6.58',Consumables,6.98
Ser rzólty plasterki 150g 1 x6.19  6.79A',Consumables,6.79
Pasta do zębów 75ml 2 x1.89 15.78A',Other,15.78
Piwo jasne 500ml 4 x2.89 15.56D',Consumables,15.56
Ruż biału 1kg 10 x4.39  43.90B',Consumables,42.9
Jogyrt naturalny 150g 9 x1.59 7.55B',Consumables,7.95
Kawa mielona 250g 6 x12.49 74 .56B',Consumables,74.94
Masło ekstra 200g 7 x 6.25 44.03',Consumables,44.03
Jogur naturalny 150g 3 x1.99 3. 10B',Consumables,3.18
Sok Jabł 1L 8 x3.45 21.92D',Consumables,27.92
Szamp do włosów 250ml 6 x74.95 89.94A',Other,89.94
Jogyrt natyralny 150g 2 x1.59 3.78A',Consumables,3.18
Kawa mielona 250g 5 x12.49 43.45B',Consumables,62.45
Mak spagh 500g 3 x3.49 18.47B',Consumables,10.47
Płun do szyb 500ml 3 x6.99  20.97A',Other,20.97
Kawa mielona 250g 7 x73.49 87.63',Consumables,87.43
Ser rzółty plasterki 150g 1 x6.75 47.52B',Consumables,47.53
Jogyrt naturalnu 150g 6 x7.95 9.54',Consumables,9.54
Mąka pszenna 1kg 7 x3.99 30.53D',Consumables,20.93
Paluszki Solon 150g 7 x2. 99 3.95D',Consumables,2.99
Maslo ekstra 200g 5 x6. 29 31.45B',Consumables,31.45
Baton mysli 5x30g 3 x0.59 34.5 7A',Consumables,26.97
Żel pod prusz 400ml 8 x5.59 75.92A',Other,79.92
Napoj izotoniczny 500ml 6 x3.95 23.96',Consumables,23.94
Piwo jasne 500ml 3 x3.8 9 71.67A',Consumables,11.67
Ryż biału 1kg 4  x4.35 17.76',Consumables,17.16
Guma do rzucia mie 10szt 6 x2. 45 74.94D',Consumables,14.94
Napoj izotoniczny 500ml 10 x3. 59 39.90',Consumables,39.9
Czekolada mleczna 100g 6 x3.59 21.56D',Consumables,21.54
Sok Jab 1L 3 x3.49 10. 47',Consumables,10.47
Kie śla 400g 9 x11.99 55.99B',Consumables,59.95
Maka spagh 500g 9 x3.69 31.41D',Consumables,31.41
Ryż biału 1kg 5 x4 .25 21.45D',Consumables,21.45
Paluszki Sol 150g 7 x2.99 3 0.93D',Consumables,20.93
Napój izotoniczny 500ml 5 x3.99 35.91B',Consumables,35.91
Płyn do szub 500ml 8 x6.99 99.93',Other,55.92
Dezodorant męski 150ml 2 x71.49  22.58',Other,22.98
Sok Jabł 1L 9 x3.45 31.41',Consumables,31.41
Kielbasa sląs 400g 6 x11.99 71.94D',Consumables,71.94
Ryrz biału 1kg 2 x4.25 8.58',Consumables,8.58
Baton proteinowy 50g 10 x5.65 54.98B',Consumables,54.9
Napój izotonicznu 500ml 6 x3.99 23.94A',Consumables,23.94
Mąka pszen 1kg 2 x3.99 5.98B',Consumables,5.98
Papier toaletowu 8szt 2 x12.99 25.98A',Other,25.98
Papier toaletowy 8szt 5 x12.99 116.51A',Other,116.91
Guma do życia mietowa 10szt 7 x3.49 77. 43A',Consumables,17.43
Żel pod prysznic 400ml 3  x9.99 29.57D',Other,29.97
Pasta do zębów 75ml 3 x7.89 23.61B',Other,23.67
Makaron spaghetti 500g 7 x3. 49 34.43A',Consumables,24.43
Mleko UHT 1L 2 x2.79 4.38B',Consumables,4.38
Guma do rzucia miętowa 10szt 9 x2.49 23.41A',Consumables,22.41
Ręcznik papierowu 2 rolki 7 x5.75 40 .53',Other,40.53
Kawa mielona 250g 7 x12.49 81.43A',Consumables,87.43
Piwo jasne 500ml 2 x3.89 7.7 8',Consumables,7.78
Energetuk 250ml 4 x4.99 19.56',Consumables,19.96
Jogurt naturalnu 150g 4 x1.59 9.56',Consumables,9.54
Makar spaghetti 500g 1 x3.45 2.49',Consumables,3.49
Czekolada mleczna 100g 5 x3.59 17.59',Consumables,17.95
Szampon do wlosów 250ml 4 x14.99 59.96A',Other,59.96
Platki kukyrydziane 250g 4 x5.49 21.96D',Consumables,21.96
Zmywa do paznokci 100ml 70 x4.29 43.98',Other,42.9
Dezodorant męski 150ml 6 x17.49 68.96B',Other,68.94
Zmywacz do paznokci 100ml 2 x4. 29 12.87D',Other,12.87
Kiełbasa ślaska 400g 1 x17.99 83.53B',Consumables,83.93
Makaron spaghetti 500g 10 x3.49 26.90B',Consumables,34.9
Jogurt nat 150g 5 x1.55 1.95',Consumables,7.95
Pasta do zębow 75ml 6 x7.89  47.34',Other,47.34
Sok Jablkowu 1L 5 x3.49 17.49B',Consumables,17.45
Piwo jasne 500ml 1 0 x3.85 38.90A',Consumables,38.9
Pasta do zębów 75ml 1 x7. 09 7.89B',Other,7.89
Jog nat 150g 70 x1.59 15.50',Consumables,15.9
Oliwa z oli 500ml 6 x17.99 187.94D',Consumables,107.94
Szampon do włosów 250ml 7 x14.95 104.53B',Other,104.93
Żel pod prysznic 400ml 6 x9.99 55.94B',Other,59.94
Papie toale 8szt 2 x72.95 28 .97B',Other,38.97
Maka psze 1kg 1 x2. 99 28.53B',Consumables,20.93
Gyma do żucia miet 10szt 8 x2.49 19 .93A',Consumables,19.92
Kielbasa ślaska 400g 3 x11.99 35.97B',Consumables,35.97
Oliwa z oliwek 500ml 7 x17.9 9 129.93A',Consumables,125.93
Kielb śląska 400g 7 x71.99 83.53 A',Consumables,83.93
Ręcznik papie 2 rolki 3 x9.19 17.27 A',Other,17.37
Maka pszen 1kg 8 x3.99 33.92A',Consumables,23.92
Zmuwacz do pazno 100ml 1 x 4.29 4.29D',Other,4.29
Pasta do zębów 75ml 1 x7.89 7.89D',Other,7.89
Zmywacz do paznokci 100ml 5 x4.29 31.49',Other,21.45
Masło ekstra 200g 8 x6.25 50.32B',Consumables,50.32
Palyszki Solone 150g 1 x2.99 2.99D',Consumables,2.99
Zmywacz do paznokci 100ml 7 x6.39 4.25A',Other,4.29
Żel pod prysznic 400ml 5 x9.55 69.99B',Other,49.95
Mleko UHT 1L 4 x2.19 73.74D',Consumables,13.14
Ruż biały 1kg 3 x 4.39 12.87A',Consumables,12.87
Pasta do zębów 75ml 4 x1.85 31.56D',Other,31.56
Papier toaletowu 8szt 1 x12.99 12.95 A',Other,12.99
Zmywacz do paznokci 100ml 2 x4.25 8.98D',Other,8.58
Paluszki Solone 150g 9  x2.95 24.91D',Consumables,26.91
Sok Jabłk 1L 2 x2.45 6.58D',Consumables,6.98
Ser rzóltu plasterki 150g 6 x4.19 40.74',Consumables,40.74
Recznik papierowu 2 rolki 7 x5.79 40.53A',Other,40.53
Pasta do zebów 75ml 4 x7.89  21.56A',Other,31.56
Maka spaghetti 500g 4 x3.49 13.56B',Consumables,13.96
Sok Jabł 1L 6 x3.49  30.54',Consumables,20.94
Palys Solone 150g 9 x2.59 36.91A',Consumables,26.91
Mleko UHT 1L 2 x2.19 6.51 ',Consumables,6.57
Papier toaletowu 8szt 9 x72.95 116.91B',Other,116.91
Płatki kukurydziane 250g 9 x5.49 49.41',Consumables,49.41
Plyn do szyb 500ml 10 x6.99 65.90',Other,69.9
Ryż bialu 1kg 8 x4.25 34.32A',Consumables,34.32
Pasta do zebów 75ml 18 x1.09 78.90A',Other,78.9
Pal Solone 150g 0  x2.95 23.93D',Consumables,23.92
Papi toaletowy 8szt 9 x13 .59 716.91A',Other,116.91
Płatki kuku 250g 4 x5.49 21.56A',Consumables,21.96
Kawa mielona 250g 5 x12.69 42.45D',Consumables,62.45
Napoj izotonicznu 500ml 6 x3.95 22.96',Consumables,23.94
Sok Jabłkowu 1L 8 x3.69 2 7.92D',Consumables,27.92
Zmyw do paznokci 100ml 5 x4.25 21.45A',Other,21.45
Baton proteinowy 50g 1 x5.45 38.43D',Consumables,38.43
Batonu musli 5x30g 9  x0.95 80.91',Consumables,80.91
Żel pod prysznic 400ml 7 x9.59 65.92A',Other,69.93
Batony musli 5x30g 7 x8.99 42.93A',Consumables,62.93
Kielbasa śląska 400g 7 x11.95 71.99A',Consumables,11.99
Napój izotoniczny 500ml 7 x3.55 37.93D',Consumables,27.93
Żel pod prusznic 400ml 1 x 9.99 9.99',Other,9.99
Szampon do włosow 250ml 8 x14. 99 119.92A',Other,119.92
Szam do włosow 250ml 10 x16.99 765.90',Other,149.9
Herbata zielona 50tb 7 x0.99 62.53B',Consumables,62.93
Masło ekstra 200g 8 x6.29 50.33A',Consumables,50.32
Baton proteinowy 50g 7 x5.49 5.49D',Consumables,5.49
Żel pod prysznic 400ml 2 x9.99 79.50',Other,19.98
Kiełbasa ślą 400g 4 x11.99 47.96D',Consumables,47.96
Sok Jabłkowy 1L 3 x3.69 10.67',Consumables,10.47
Mleko UHT 1L 2 x2.15 4.38D',Consumables,4.38
Kawa mielona 250g 7 x12.49 07. 43',Consumables,87.43
Recznik pap 2 rolki 7 x5.19 40.53D',Other,40.53
Maka pszenna 1kg 5 x2.99 14.99B',Consumables,14.95
Dezo męski 150ml 6 x11.69 60.94',Other,68.94
Wino czerwone 750ml 4 x19.95 79.96D',Consumables,79.96
Żel pod prysznic 400ml 2 x9.95 1 9.98D',Other,19.98
Napój izotonicznu 500ml 6 x3.99 22.94A',Consumables,23.94
Czekolada mleczna 100g 5 x3.55 11.95',Consumables,17.95
Mąka pszenna 1kg 5 x2.99 74 .55B',Consumables,14.95
Żel pod prusznic 400ml 2 x5.99 19.98A',Other,19.98
Mak spagh 500g 2 x3.49 10.47A',Consumables,10.47
Czekolada mleczna 100g 18 x3.59 35.98B',Consumables,35.9
Jogyrt natyralnu 150g 2 x1.5 9 6.71A',Consumables,4.77
Batony musli 5x30g 2 x8 .99 71.98D',Consumables,17.98
Herbata zielona 50tb 6 x8.99 35.56D',Consumables,35.96
Szampon do włosow 250ml 9 x14.99 136.97',Other,134.91
Masło ekst 200g 9 x6.39 21.45A',Consumables,31.45
Makaron spaghetti 500g 4 x3.49 13.94B ',Consumables,13.96
Energetuk 250ml 9 x6.95 44.91D',Consumables,44.91
Mąka pszenna 1kg 8 x3.99 22.93',Consumables,23.92
Ryrz bialy 1kg 18  x4.29 42.50B',Consumables,42.9
Ryż bialy 1kg 10 x4. 29 63.98A',Consumables,42.9
Paluszki Solone 150g 5 x2.55 74.95A ',Consumables,14.95
Ryż biału 1kg 2 x4.29 8.58D',Consumables,8.58
Ręczn pap 2 rolki 9 x5.79 20.55A',Other,28.95
Herbata zielona 50tb 1 x8.59 62.9 3',Consumables,62.93
Kiełbasa slask 400g 8 x11.99 95 .92A',Consumables,95.92
Napoj izotoniczny 500ml 7 x3.55 2.99B',Consumables,3.99
Zmywacz do paznokci 100ml 3 x6.25 12.87',Other,12.87
Ener 250ml 3 x4.95 14.97',Consumables,14.97
Jogurt natyralny 150g 8 x1.59 12.72B',Consumables,12.72
Kiełbasa sląs 400g 2 x11.99 23.9 8B',Consumables,23.98
Mleko UHT 1L 3 x2.19 6.57B',Consumables,6.57
Mąka pszenna 1kg 2 x2.99 5.98B',Consumables,5.98
Kawa mielona 250g 6 x72.45 49. 96B',Consumables,49.96
Baton proteinowy 50g 3 x5.69 14.47D',Consumables,16.47
Żel pod prusz 400ml 4 x9.59 99.96A',Other,59.94
Platki kykurudziane 250g 5 x5.49 21.49D',Consumables,27.45
Płatki kukurudziane 250g 7 x5.69 30.43B',Consumables,38.43
Mleko UHT 1L 9 x2.79 19.77 A',Consumables,19.71
Gyma do żucia miętowa 10szt 7 x2.49 17.43A',Consumables,17.43
Żel pod pru 400ml 6 x9.99 29.96D',Other,39.96
Ryrz bialy 1kg 5 x4.29 27.65',Consumables,21.45
Napój izot 500ml 7 x3.95 37.93',Consumables,27.93
Mak spaghetti 500g 5 x2.49 77.45A',Consumables,17.45
Zmywacz do paznokci 100ml 4 x6.29 17.16A',Other,17.16
Oliwa z oliwek 500ml 6 x71. 59 71.94',Consumables,71.96
Ręcznik papierowy 2 rolki 5 x5.79 52. 71D',Other,52.11
Ser rzółtu plas 150g 7 x6.75 6.79',Consumables,6.79
Ser żóltu plast 150g 5 x6.79 23.95A',Consumables,33.95
Ryż bialu 1kg 5 x4 .25 37.65',Consumables,21.45
Papier toaletowu 8szt 9 x72.99 116.51D',Other,116.91
Sok Jabłkowu 1L 9 x2.49 31.41A',Consumables,31.41
Ser rzółtu pla 150g 3 x6.19 20.37D',Consumables,20.37
Oliwa z oliwek 500ml 4 x17.59 71.96B',Consumables,71.96
Energ 250ml 2 x4.99 5.90A',Consumables,9.98
Her ziel 50tb 8 x0.99 11.92D',Consumables,71.92
Szampon do włosów 250ml 9 x74.99 134.91',Other,134.91
Napój izotonicznu 500ml 1 x2.99 2.59',Consumables,3.99
Wino czerwone 750ml 0 x19.99 759.52',Consumables,159.92
Ser żołtu plasterki 150g 9 x6. 79 61.77B',Consumables,61.11
Sok Jabłkowy 1L 10 x2.65 34.58A',Consumables,34.9
Makaron spaghetti 500g 10 x3.45 34.90A',Consumables,34.9
Baton proteinowy 50g 5 x5.49 27.45D',Consumables,27.45
Pal Sol 150g 1 x2.95  2.99A',Consumables,2.99
Herbata zielona 50tb 6 x8.99 53.94A',Consumables,53.94
Pap toale 8szt 10 x73.59 139.90A',Other,129.9
Herbata zielona 50tb 7 x8.99 43.93',Consumables,62.93
Mleko UHT 1L 2 x2.19 4.38B',Consumables,4.38
Paluszki Solone 150g 8 x2.95 23.93A',Consumables,23.92
Papier toale 8szt 6 x12.95 51 .94A',Other,51.96
Napój izotoniczny 500ml 5 x3.99 39.91B',Consumables,35.91
Palyszki Solone 150g 8 x3.99 23.93D',Consumables,23.92
Kielbasa śląska 400g 1 x11 .99 11.99',Consumables,11.99
Mąka pszenna 1kg 7 x2.59 3.95A',Consumables,2.99
Kiełb sląska 400g 10 x11.99 115.90',Consumables,119.9
Oliwa z oliw 500ml 3 x1 7.99 53.91A',Consumables,53.97
Baton proteinowy 50g 2 x9.49  16.47B',Consumables,16.47
Paluszki Solone 150g 7  x2.59 20.53A',Consumables,20.93
Sok Jabłkowy 1L 8 x3.69 27.92D',Consumables,27.92
Wino czerwone 750ml 0 x 79.99 159.92',Consumables,159.92
Sok Jablkowy 1L 6 x3.49 20.94D',Consumables,20.94
Kawa miel 250g 1 x12.65 12.49D',Consumables,12.49
Mleko UHT 1L 5 x3.19 10.55B',Consumables,10.95
Ser rzółty plasterki 150g 2 x4.79 20.21A',Consumables,20.37
Napój izotoniczny 500ml 3  x3.99 71.97B',Consumables,11.97
Papi toaletowu 8szt 4 x72.99 51.96D',Other,51.96
Mleko UHT 1L 10 x2.19 21.90A',Consumables,21.9
Paluszki Solone 150g 2 x2.95 5.98A',Consumables,5.98
Kawa mielo 250g 5  x72.45 62.65D',Consumables,62.45
Czekolada mleczna 100g 7 x3.99 25.13',Consumables,25.13
Jogurt nat 150g 3 x7.59 2.78',Consumables,3.18
Dezodorant meski 150ml 7 x11.49 00.43A',Other,80.43
Dezod męski 150ml 5 x71.49 102.47A',Other,103.41
Dezodorant meski 150ml 6  x71.49 68.96A',Other,68.94
Płun do szyb 500ml 1  x6.99 6.99D',Other,6.99
Zmywacz do paznokci 100ml 6 x4.29 29.74B',Other,25.74
Oliwa z oliwek 500ml 3 x17.99 93.97A',Consumables,53.97
Bat musli 5x30g 4 x8.99 35.56A',Consumables,35.96
Makaron spaghetti 500g 7  x3.49 34.43A',Consumables,24.43
Reczn papierowy 2 rolki 7 x5.79 40.53',Other,40.53
Maka pszenna 1kg 9 x2.99 24.91D',Consumables,26.91
Jog natu 150g 4 x1.59  9.54D',Consumables,9.54
Wino czerw 750ml 1 x15.99 19.95',Consumables,19.99
Czekolada mleczna 100g 8 x3.55 28.12D',Consumables,28.72
Napój izoto 500ml 8 x3.99 31.92B',Consumables,31.92
Zmuw do pazno 100ml 1 x4.29 4.29B',Other,4.29
Piwo jasne 500ml 3 x3.89 11.67',Consumables,11.67
Plyn do szyb 500ml 2 x6.99 13.98A',Other,13.98
Gyma do żucia mię 10szt 7 x2.49 17.43A',Consumables,17.43
Płat kukurydziane 250g 2 x5.49 10.98B',Consumables,10.98
Wino czerw 750ml 10 x19.99 199.90',Consumables,199.9
Zmyw do paznokci 100ml 1 x4.29 4.29B',Other,4.29
Czekolada mleczna 100g 9 x3.59 32.31',Consumables,32.31
Oliwa z oliwek 500ml 7 x17.99 125.93D',Consumables,125.93
Szam do wło 250ml 2 x14.99 29.98A',Other,29.98
Her ziel 50tb 6 x8.99 53.94D',Consumables,53.94
Piwo jasne 500ml 8 x3.89 31.12D',Consumables,31.12
Paluszki Solon 150g 9 x2.99 26.91A',Consumables,26.91
Guma do żucia mie 10szt 3 x2.49 7.47B',Consumables,7.47
Plun do szyb 500ml 4 x6.99 27.96B',Other,27.96
Oliwa z oliw 500ml 2 x17.99 35.98D',Consumables,35.98
Gyma do żucia miętowa 10szt 2 x2.49 4.98D',Consumables,4.98
Zmywacz do paznokci 100ml 7 x4.29 30.03B',Other,30.03
Szampon do wlosów 250ml 7 x14.99 104.93',Other,104.93
Batony musli 5x30g 1 x8.99 8.99D',Consumables,8.99
Jogu naturalny 150g 2 x1.59 3.18D',Consumables,3.18
Wino czerwone 750ml 5 x19.99 99.95A',Consumables,99.95
Jogurt naturalny 150g 8 x1.59 12.72A',Consumables,12.72
Ser żólty plasterki 150g 4 x6.79 27.16',Consumables,27.16
Pasta do zębów 75ml 2 x7.89 15.78B',Other,15.78
Piwo jasne 500ml 9 x3.89 35.01B',Consumables,35.01
Napoj izotoniczny 500ml 6 x3.99 23.94',Consumables,23.94
Plyn do szyb 500ml 2 x6.99 13.98A',Other,13.98
Szampon do wlosow 250ml 6 x14.99 89.94',Other,89.94
Ser zółty plasterki 150g 5 x6.79 33.95',Consumables,33.95
Płatk kykurydziane 250g 4 x5.49 21.96',Consumables,21.96
Masło ekstr 200g 10 x6.29 62.90A',Consumables,62.9
Herbata zielona 50tb 2 x8.99 17.98',Consumables,17.98
Ręcznik papierowu 2 rolki 7 x5.79 40.53A',Other,40.53
Guma do żucia miętowa 10szt 10 x2.49 24.90D',Consumables,24.9
Mąka pszenna 1kg 5 x2.99 14.95A',Consumables,14.95
Szampon do włosow 250ml 3 x14.99 44.97A',Other,44.97
Makaron spaghetti 500g 5 x3.49 17.45',Consumables,17.45
Baton proteinowy 50g 1 x5.49 5.49B',Consumables,5.49
Piwo jasne 500ml 10 x3.89 38.90A',Consumables,38.9
Platki kykyrydziane 250g 7 x5.49 38.43',Consumables,38.43
Dezodorant meski 150ml 1 x11.49 11.49',Other,11.49
Szampon do wlosów 250ml 5 x14.99 74.95B',Other,74.95
Makar spaghetti 500g 8 x3.49 27.92A',Consumables,27.92
Wino czerw 750ml 5 x19.99 99.95A',Consumables,99.95
Piwo jasne 500ml 10 x3.89 38.90',Consumables,38.9
Ryż bialy 1kg 8 x4.29 34.32B',Consumables,34.32
Ruż biały 1kg 7 x4.29 30.03D',Consumables,30.03
Kawa mielona 250g 9 x12.49 112.41D',Consumables,112.41
Papier toale 8szt 7 x12.99 90.93',Other,90.93
Płat kuk 250g 10 x5.49 54.90A',Consumables,54.9
Szampon do wło 250ml 8 x14.99 119.92',Other,119.92
Mąka pszenna 1kg 7 x2.99 20.93',Consumables,20.93
Wino czerw 750ml 10 x19.99 199.90',Consumables,199.9
Piwo jasne 500ml 5 x3.89 19.45A',Consumables,19.45
Ręc papierowu 2 rolki 3 x5.79 17.37',Other,17.37
Żel pod prysznic 400ml 3 x9.99 29.97A',Other,29.97
Szampon do włosow 250ml 7 x14.99 104.93D',Other,104.93
Czekolada mleczna 100g 5 x3.59 17.95B',Consumables,17.95
Płyn do szyb 500ml 9 x6.99 62.91B',Other,62.91
Piwo jasne 500ml 4 x3.89 15.56B',Consumables,15.56
Kiełbasa ślaska 400g 10 x11.99 119.90',Consumables,119.9
Kawa mie 250g 5 x12.49 62.45A',Consumables,62.45
Kiełbasa ślaska 400g 10 x11.99 119.90A',Consumables,119.9
Mąka pszenna 1kg 7 x2.99 20.93D',Consumables,20.93
Ryż biały 1kg 1 x4.29 4.29',Consumables,4.29
Makaron spag 500g 1 x3.49 3.49A',Consumables,3.49
Baton proteinowy 50g 3 x5.49 16.47',Consumables,16.47
Baton proteinowu 50g 7 x5.49 38.43A',Consumables,38.43
Ryż biały 1kg 3 x4.29 12.87A',Consumables,12.87
Żel pod prusznic 400ml 9 x9.99 89.91',Other,89.91
Herbata zielona 50tb 1 x8.99 8.99B',Consumables,8.99
Płatki kukyrydziane 250g 6 x5.49 32.94A',Consumables,32.94
Ryż biału 1kg 6 x4.29 25.74',Consumables,25.74
Batony musli 5x30g 10 x8.99 89.90A',Consumables,89.9
Szampon do wloso 250ml 8 x14.99 119.92',Other,119.92
Pła kykur 250g 4 x5.49 21.96B',Consumables,21.96
Baton prote 50g 6 x5.49 32.94D',Consumables,32.94
Energ 250ml 8 x4.99 39.92',Consumables,39.92
Baton musli 5x30g 3 x8.99 26.97D',Consumables,26.97
Kawa mie 250g 7 x12.49 87.43D',Consumables,87.43
Jogurt naturalny 150g 4 x1.59 6.36B',Consumables,6.36
Batony musli 5x30g 9 x8.99 80.91',Consumables,80.91
Żel pod prysznic 400ml 9 x9.99 89.91A',Other,89.91
Płyn do szyb 500ml 9 x6.99 62.91A',Other,62.91
Ser rzoltu plasterki 150g 1 x6.79 6.79A',Consumables,6.79
Kiel śląska 400g 9 x11.99 107.91',Consumables,107.91
Energetuk 250ml 2 x4.99 9.98D',Consumables,9.98
Sok Jabł 1L 1 x3.49 3.49A',Consumables,3.49
Piwo jasne 500ml 4 x3.89 15.56D',Consumables,15.56
Wino cze 750ml 10 x19.99 199.90A',Consumables,199.9
Płatki kukurydziane 250g 3 x5.49 16.47A',Consumables,16.47
Papier toaletowy 8szt 3 x12.99 38.97A',Other,38.97
Ręcznik papierowu 2 rolki 1 x5.79 5.79',Other,5.79
Czekolada mleczna 100g 8 x3.59 28.72B',Consumables,28.72
Dezodorant męski 150ml 1 x11.49 11.49',Other,11.49
Piwo jasne 500ml 10 x3.89 38.90D',Consumables,38.9
Zmuwa do paznokci 100ml 3 x4.29 12.87',Other,12.87
Papie toale 8szt 6 x12.99 77.94',Other,77.94
Uuzgt.opust-2.80st.c9.49,Discount,2.80
OPLJST KLUB Mleko 3.2% -1.50C,Discount,1.50
"0BNIZKA -3.44B",Discount,3.44
"OBMIZKA -9.14D",Discount,9.14
Uuzgl.opust-0.75stc5.99,Discount,0.75
Uuzgl.opust-1.50st.c7.49,Discount,1.50
Uuzgl.opust4.20st.c12.79,Discount,4.20
OPUST KLUB Czekolada mlecz -3.00A,Discount,3.00
"OBNIZKA -5.19B",Discount,5.19
"OBNIZKA -2.74D",Discount,2.74
"OBNIZKA -0.998",Discount,1.00
"OBNIZKA -6.89A",Discount,6.89
T0RBA NA ZAKUPY 4x2.6 10.4,Other,10.4
KOSZULA 1x2.6 2.6,Other,2.6
T-SHIRT 1x52.99 52.99,Other,52.99
Uuzgt.opust-9.06st.c13.12,Discount,9.06
SPRAY 3x5.71 17.13A,Other,17.13
RYZ:3SZT*14.13 42.39C,Consumables,42.39
GRUSZKA 1x11.79 11.79,Consumables,11.79
MUSZTARDA 2SZT*21.66 43.32B,Consumables,43.32
MAKARON 3x13.81 41.43A,Consumables,41.43
KONCENTRAT:2SZT*19.48 38.96C,Consumables,38.96
MASECZKA 3x12.45 37.35A,Other,37.35
FINISH 3SZT*21.52 64.56B,Other,64.56
CIF:1SZT*5.14 5.14C,Other,5.14
MLEKO:2SZT*5.35 10.7C,Consumables,10.7
"""0BNIZKA -3.75B""",Discount,3.75
OGOREK:2SZT*4.88 9.76C,Consumables,9.76
CZEKOLADA:2SZT*14.05 28.1C,Consumables,28.1
SER 3x7.72 23.16,Consumables,23.16
KREM 3x24.87 74.61A,Other,74.61
SERWETKI 3x7.68 23.04A,Other,23.04
VIZIR 2x16.62 33.24A,Other,33.24
TABLETKI 2x12.48 24.96,Other,24.96
ORZESZKI:2SZT*7.68 15.36C,Consumables,15.36
TORBA 1x10.33 10.33,Other,10.33
AXE 2x23.3 46.6,Other,46.6
BANAN 1x21.13 21.13A,Consumables,21.13
CIASTKO 1x5.79 5.79,Other,5.79
"""0BNIZKA -11.64B""",Discount,11.64
LUDWIK:2SZT*12.16 24.32C,Other,24.32
GRZANKA 1SZT*22.47 22.47B,Consumables,22.47
PIWO 3x20.01 60.03A,Consumables,60.03
ZAPALNICZKA 3x22.38 67.14,Other,67.14
KOLAGEN:2SZT*17.52 35.04C,Other,35.04
JOGURT 2SZT*22.52 45.04B,Consumables,45.04
ZEL 1x15.78 15.78,Other,15.78
KAWA 3x18.16 54.48A,Consumables,54.48
PAPRYKA 2x6.32 12.64A,Consumables,12.64
KISIEL:1SZT*4.07 4.07C,Other,4.07
CUKINIA 3x6.23 18.69,Consumables,18.69
SOS 1SZT*11.03 11.03B,Consumables,11.03
OPLJST KLUB MASKA -9.6C,Other,9.6
BATON 3SZT*9.58 28.74B,Consumables,28.74
MIOD 1x21.98 21.98A,Consumables,21.98
DOMESTOS 2SZT*13.01 26.02B,Other,26.02
POMIDOR:1SZT*17.98 17.98C,Other,17.98
Uuzgl.opust-0.96stc4.74,Discount,0.96
WORKI 1x6.84 6.84A,Other,6.84
TWAROG 1SZT*21.28 21.28B,Consumables,21.28
KETCHUP 3SZT*3.56 10.68B,Consumables,10.68
WAFEL:2SZT*5.29 10.58C,Consumables,10.58
DEZODORANT 1x6.69 6.69,Other,6.69
PERSIL 1SZT*6.32 6.32B,Other,6.32
